fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.70,0.41,0.43,2.80,0.08,22.00,54.00,1.00,3.42,1.16,10.60,6.00
10.20,0.41,0.43,2.20,0.11,11.00,37.00,1.00,3.16,0.67,10.80,5.00
10.60,0.36,0.57,2.30,0.09,6.00,20.00,1.00,3.14,0.72,11.10,7.00
8.80,0.45,0.43,1.40,0.08,12.00,21.00,1.00,3.21,0.75,10.20,6.00
8.50,0.32,0.42,2.30,0.08,12.00,19.00,0.99,3.14,0.71,11.80,7.00
9.00,0.79,0.24,1.70,0.08,10.00,21.00,1.00,3.29,0.67,10.00,5.00
9.00,0.79,0.24,1.70,0.08,10.00,21.00,1.00,3.29,0.67,10.00,5.00
8.50,0.44,0.50,1.90,0.37,15.00,38.00,1.00,3.01,1.10,9.40,5.00
9.90,0.54,0.26,2.00,0.11,7.00,60.00,1.00,2.94,0.98,10.20,5.00
8.20,0.33,0.39,2.50,0.07,29.00,48.00,1.00,3.32,0.88,12.40,7.00
6.50,0.34,0.27,2.80,0.07,8.00,44.00,0.99,3.21,0.56,12.00,6.00
7.60,0.50,0.29,2.30,0.09,5.00,14.00,1.00,3.32,0.62,11.50,6.00
9.20,0.36,0.34,1.60,0.06,5.00,12.00,1.00,3.20,0.67,10.50,6.00
7.10,0.59,0.00,2.20,0.08,26.00,44.00,1.00,3.42,0.68,10.80,6.00
9.70,0.42,0.46,2.10,0.07,5.00,16.00,1.00,3.27,0.74,12.30,6.00
7.60,0.36,0.31,1.70,0.08,26.00,65.00,1.00,3.46,0.62,9.50,6.00
7.60,0.36,0.31,1.70,0.08,26.00,65.00,1.00,3.46,0.62,9.50,6.00
6.50,0.61,0.00,2.20,0.10,48.00,59.00,1.00,3.61,0.70,11.50,6.00
6.50,0.88,0.03,5.60,0.08,23.00,47.00,1.00,3.58,0.50,11.20,4.00
7.10,0.66,0.00,2.40,0.05,6.00,11.00,0.99,3.35,0.66,12.70,7.00
5.60,0.92,0.00,2.10,0.04,17.00,78.00,0.99,3.68,0.73,11.40,5.00
8.20,0.35,0.33,2.40,0.08,11.00,47.00,1.00,3.27,0.81,11.00,6.00
8.20,0.35,0.33,2.40,0.08,11.00,47.00,1.00,3.27,0.81,11.00,6.00
9.80,0.39,0.43,1.65,0.07,5.00,11.00,0.99,3.19,0.46,11.40,5.00
10.20,0.40,0.40,2.50,0.07,41.00,54.00,1.00,3.38,0.86,10.50,6.00
6.80,0.66,0.07,1.60,0.07,16.00,61.00,1.00,3.29,0.60,9.30,5.00
6.70,0.64,0.23,2.10,0.08,11.00,119.00,1.00,3.36,0.70,10.90,5.00
7.00,0.43,0.30,2.00,0.09,6.00,39.00,0.99,3.33,0.46,11.90,6.00
6.60,0.80,0.03,7.80,0.08,6.00,12.00,1.00,3.52,0.50,12.20,5.00
7.00,0.43,0.30,2.00,0.09,6.00,39.00,0.99,3.33,0.46,11.90,6.00
6.70,0.64,0.23,2.10,0.08,11.00,119.00,1.00,3.36,0.70,10.90,5.00
8.80,0.96,0.05,1.80,0.08,5.00,19.00,1.00,3.30,0.44,9.60,4.00
9.10,0.40,0.57,4.60,0.08,6.00,20.00,1.00,3.28,0.57,12.50,6.00
6.50,0.89,0.00,2.30,0.17,6.00,12.00,1.00,3.56,0.51,10.80,5.00
7.20,0.25,0.37,2.50,0.06,11.00,41.00,0.99,3.52,0.80,12.40,7.00
6.40,0.89,0.00,2.30,0.17,6.00,12.00,1.00,3.56,0.51,10.80,5.00
7.00,0.75,0.12,1.80,0.11,15.00,64.00,1.00,3.22,0.59,9.50,6.00
6.20,0.43,0.22,1.80,0.08,21.00,56.00,1.00,3.52,0.60,9.50,6.00
7.90,0.58,0.23,2.30,0.08,23.00,94.00,1.00,3.21,0.58,9.50,6.00
7.70,0.57,0.21,1.50,0.07,4.00,9.00,0.99,3.16,0.54,9.80,6.00
7.70,0.26,0.26,2.00,0.05,19.00,77.00,1.00,3.15,0.79,10.90,6.00
7.90,0.58,0.23,2.30,0.08,23.00,94.00,1.00,3.21,0.58,9.50,6.00
7.70,0.57,0.21,1.50,0.07,4.00,9.00,0.99,3.16,0.54,9.80,6.00
7.90,0.34,0.36,1.90,0.07,5.00,10.00,0.99,3.27,0.54,11.20,7.00
8.60,0.42,0.39,1.80,0.07,6.00,12.00,1.00,3.35,0.69,11.70,8.00
9.90,0.74,0.19,5.80,0.11,33.00,76.00,1.00,3.14,0.55,9.40,5.00
7.20,0.36,0.46,2.10,0.07,24.00,44.00,1.00,3.40,0.85,11.00,7.00
7.20,0.36,0.46,2.10,0.07,24.00,44.00,1.00,3.40,0.85,11.00,7.00
7.20,0.36,0.46,2.10,0.07,24.00,44.00,1.00,3.40,0.85,11.00,7.00
9.90,0.72,0.55,1.70,0.14,24.00,52.00,1.00,3.35,0.94,10.00,5.00
7.20,0.36,0.46,2.10,0.07,24.00,44.00,1.00,3.40,0.85,11.00,7.00
6.20,0.39,0.43,2.00,0.07,14.00,24.00,0.99,3.45,0.87,11.20,7.00
6.80,0.65,0.02,2.10,0.08,8.00,15.00,0.99,3.35,0.62,10.40,6.00
6.60,0.44,0.15,2.10,0.08,22.00,53.00,1.00,3.32,0.62,9.30,5.00
6.80,0.65,0.02,2.10,0.08,8.00,15.00,0.99,3.35,0.62,10.40,6.00
9.60,0.38,0.42,1.90,0.07,5.00,13.00,1.00,3.15,0.75,10.50,6.00
10.20,0.33,0.46,1.90,0.08,6.00,9.00,1.00,3.10,0.48,10.40,6.00
8.80,0.27,0.46,2.10,0.10,20.00,29.00,0.99,3.26,0.56,11.30,6.00
7.90,0.57,0.31,2.00,0.08,10.00,79.00,1.00,3.29,0.69,9.50,6.00
8.20,0.34,0.37,1.90,0.06,43.00,74.00,0.99,3.23,0.81,12.00,6.00
8.20,0.40,0.31,1.90,0.08,8.00,24.00,1.00,3.24,0.69,10.60,6.00
9.00,0.39,0.40,1.30,0.04,25.00,50.00,0.99,3.20,0.83,10.90,6.00
10.90,0.32,0.52,1.80,0.13,17.00,44.00,1.00,3.28,0.77,11.50,6.00
10.90,0.32,0.52,1.80,0.13,17.00,44.00,1.00,3.28,0.77,11.50,6.00
8.10,0.53,0.22,2.20,0.08,33.00,89.00,1.00,3.26,0.46,9.60,6.00
10.50,0.36,0.47,2.20,0.07,9.00,23.00,1.00,3.23,0.76,12.00,6.00
12.60,0.39,0.49,2.50,0.08,8.00,20.00,1.00,3.07,0.82,10.30,6.00
9.20,0.46,0.23,2.60,0.09,18.00,77.00,1.00,3.15,0.51,9.40,5.00
7.50,0.58,0.03,4.10,0.08,27.00,46.00,1.00,3.02,0.47,9.20,5.00
9.00,0.58,0.25,2.00,0.10,8.00,21.00,1.00,3.27,0.72,9.60,5.00
5.10,0.42,0.00,1.80,0.04,18.00,88.00,0.99,3.68,0.73,13.60,7.00
7.60,0.43,0.29,2.10,0.08,19.00,66.00,1.00,3.40,0.64,9.50,5.00
7.70,0.18,0.34,2.70,0.07,15.00,58.00,0.99,3.37,0.78,11.80,6.00
7.80,0.82,0.01,2.60,0.07,48.00,90.00,1.00,3.38,0.62,10.80,5.00
7.60,0.43,0.29,2.10,0.08,19.00,66.00,1.00,3.40,0.64,9.50,5.00
10.20,0.23,0.37,2.20,0.06,14.00,36.00,1.00,3.23,0.49,9.30,4.00
7.10,0.75,0.01,2.20,0.06,11.00,18.00,0.99,3.39,0.40,12.80,6.00
6.00,0.33,0.32,12.90,0.05,6.00,113.00,1.00,3.30,0.56,11.50,4.00
7.80,0.55,0.00,1.70,0.07,7.00,17.00,1.00,3.26,0.64,9.40,6.00
7.10,0.75,0.01,2.20,0.06,11.00,18.00,0.99,3.39,0.40,12.80,6.00
8.10,0.73,0.00,2.50,0.08,12.00,24.00,1.00,3.38,0.46,9.60,4.00
6.50,0.67,0.00,4.30,0.06,11.00,20.00,0.99,3.45,0.56,11.80,4.00
7.50,0.61,0.20,1.70,0.08,36.00,60.00,0.99,3.10,0.40,9.30,5.00
9.80,0.37,0.39,2.50,0.08,28.00,65.00,1.00,3.16,0.59,9.80,5.00
9.00,0.40,0.41,2.00,0.06,15.00,40.00,0.99,3.22,0.60,12.20,6.00
8.30,0.56,0.22,2.40,0.08,10.00,86.00,1.00,3.37,0.62,9.50,5.00
5.90,0.29,0.25,13.40,0.07,72.00,160.00,1.00,3.33,0.54,10.30,6.00
7.40,0.55,0.19,1.80,0.08,15.00,34.00,1.00,3.49,0.68,10.50,5.00
7.40,0.74,0.07,1.70,0.09,15.00,48.00,1.00,3.12,0.48,10.00,5.00
7.40,0.55,0.19,1.80,0.08,15.00,34.00,1.00,3.49,0.68,10.50,5.00
6.90,0.41,0.33,2.20,0.08,22.00,36.00,0.99,3.41,0.75,11.10,6.00
7.10,0.60,0.01,2.30,0.08,24.00,37.00,1.00,3.40,0.61,10.90,6.00
7.10,0.60,0.01,2.30,0.08,24.00,37.00,1.00,3.40,0.61,10.90,6.00
7.50,0.58,0.14,2.20,0.08,27.00,60.00,1.00,3.28,0.59,9.80,5.00
7.10,0.72,0.00,1.80,0.12,6.00,14.00,1.00,3.45,0.58,9.80,5.00
7.90,0.66,0.00,1.40,0.10,6.00,13.00,1.00,3.43,0.58,9.50,5.00
7.80,0.70,0.06,1.90,0.08,20.00,35.00,1.00,3.40,0.69,10.90,5.00
6.10,0.64,0.02,2.40,0.07,26.00,46.00,0.99,3.47,0.45,11.00,5.00
7.50,0.59,0.22,1.80,0.08,43.00,60.00,0.99,3.10,0.42,9.20,5.00
7.00,0.58,0.28,4.80,0.09,12.00,69.00,1.00,3.32,0.70,11.00,6.00
6.80,0.64,0.00,2.70,0.12,15.00,33.00,1.00,3.44,0.63,11.30,6.00
6.80,0.64,0.00,2.70,0.12,15.00,33.00,1.00,3.44,0.63,11.30,6.00
8.60,0.64,0.68,1.80,0.40,19.00,56.00,1.00,3.02,1.15,9.30,5.00
6.30,1.02,0.00,2.00,0.08,17.00,24.00,0.99,3.59,0.55,11.20,4.00
9.80,0.45,0.38,2.50,0.08,34.00,66.00,1.00,3.15,0.58,9.80,5.00
8.20,0.78,0.00,2.20,0.09,13.00,26.00,1.00,3.37,0.46,9.60,4.00
8.50,0.37,0.32,1.80,0.07,26.00,51.00,0.99,3.38,0.72,11.80,6.00
7.20,0.57,0.05,2.30,0.08,16.00,36.00,1.00,3.38,0.60,10.30,6.00
7.20,0.57,0.05,2.30,0.08,16.00,36.00,1.00,3.38,0.60,10.30,6.00
10.40,0.43,0.50,2.30,0.07,13.00,19.00,1.00,3.10,0.87,11.40,6.00
6.90,0.41,0.31,2.00,0.08,21.00,51.00,1.00,3.47,0.55,9.50,6.00
5.50,0.49,0.03,1.80,0.04,28.00,87.00,0.99,3.50,0.82,14.00,8.00
5.00,0.38,0.01,1.60,0.05,26.00,60.00,0.99,3.70,0.75,14.00,6.00
7.30,0.44,0.20,1.60,0.05,24.00,64.00,0.99,3.38,0.57,11.70,6.00
5.90,0.46,0.00,1.90,0.08,25.00,44.00,0.99,3.50,0.53,11.20,5.00
7.50,0.58,0.20,2.00,0.07,34.00,44.00,0.99,3.10,0.43,9.30,5.00
7.80,0.58,0.13,2.10,0.10,17.00,36.00,0.99,3.24,0.53,11.20,6.00
8.00,0.72,0.22,2.30,0.08,13.00,81.00,1.00,3.24,0.54,9.50,6.00
8.50,0.40,0.40,6.30,0.05,3.00,10.00,1.00,3.28,0.56,12.00,4.00
7.00,0.69,0.00,1.90,0.11,3.00,10.00,1.00,3.35,0.60,9.70,6.00
8.00,0.72,0.22,2.30,0.08,13.00,81.00,1.00,3.24,0.54,9.50,6.00
9.80,0.30,0.39,1.70,0.06,3.00,9.00,0.99,3.14,0.57,11.50,7.00
7.10,0.46,0.20,1.90,0.08,28.00,54.00,1.00,3.37,0.64,10.40,6.00
7.10,0.46,0.20,1.90,0.08,28.00,54.00,1.00,3.37,0.64,10.40,6.00
7.90,0.77,0.00,2.00,0.08,9.00,22.00,1.00,3.33,0.68,10.90,6.00
8.70,0.63,0.28,2.70,0.10,17.00,69.00,1.00,3.26,0.63,10.20,6.00
7.00,0.42,0.19,2.30,0.07,18.00,36.00,0.99,3.39,0.56,10.90,5.00
11.30,0.37,0.50,1.80,0.09,20.00,47.00,1.00,3.15,0.57,10.50,5.00
7.10,0.16,0.44,2.50,0.07,17.00,31.00,0.99,3.35,0.54,12.40,6.00
8.00,0.60,0.08,2.60,0.06,3.00,7.00,0.99,3.22,0.37,13.00,5.00
7.00,0.60,0.30,4.50,0.07,20.00,110.00,1.00,3.30,1.17,10.20,5.00
7.00,0.60,0.30,4.50,0.07,20.00,110.00,1.00,3.30,1.17,10.20,5.00
7.60,0.74,0.00,1.90,0.10,6.00,12.00,1.00,3.36,0.59,11.00,5.00
8.20,0.64,0.10,2.10,0.07,25.00,60.00,1.00,3.29,0.75,10.90,6.00
5.90,0.40,0.13,2.40,0.06,14.00,28.00,0.99,3.62,0.67,12.40,6.00
7.50,0.76,0.00,1.90,0.08,6.00,12.00,1.00,3.34,0.49,9.70,4.00
8.20,0.64,0.10,2.10,0.07,25.00,60.00,1.00,3.29,0.75,10.90,6.00
6.60,0.63,0.00,4.30,0.09,51.00,77.50,1.00,3.20,0.45,9.50,5.00
6.60,0.63,0.00,4.30,0.09,51.00,77.50,1.00,3.20,0.45,9.50,5.00
7.20,0.53,0.14,2.10,0.06,15.00,29.00,0.99,3.35,0.61,12.10,6.00
5.70,0.60,0.00,1.40,0.06,11.00,18.00,0.99,3.45,0.56,12.20,6.00
7.60,1.58,0.00,2.10,0.14,5.00,9.00,0.99,3.50,0.40,10.90,3.00
5.20,0.65,0.00,2.15,0.08,15.00,28.00,0.99,3.78,0.61,12.50,6.00
6.70,0.86,0.07,2.00,0.10,20.00,57.00,1.00,3.60,0.74,11.70,6.00
9.10,0.37,0.32,2.10,0.06,4.00,15.00,1.00,3.30,0.80,11.20,6.00
8.00,0.28,0.44,1.80,0.08,28.00,68.00,1.00,3.36,0.66,11.20,5.00
7.60,0.79,0.21,2.30,0.09,21.00,68.00,1.00,3.12,0.44,9.20,5.00
7.50,0.61,0.26,1.90,0.07,24.00,88.00,1.00,3.30,0.53,9.80,5.00
9.70,0.69,0.32,2.50,0.09,22.00,91.00,1.00,3.29,0.62,10.10,5.00
6.80,0.68,0.09,3.90,0.07,15.00,29.00,1.00,3.41,0.52,11.10,4.00
9.70,0.69,0.32,2.50,0.09,22.00,91.00,1.00,3.29,0.62,10.10,5.00
7.00,0.62,0.10,1.40,0.07,27.00,63.00,1.00,3.28,0.61,9.20,5.00
7.50,0.61,0.26,1.90,0.07,24.00,88.00,1.00,3.30,0.53,9.80,5.00
6.50,0.51,0.15,3.00,0.06,12.00,27.00,0.99,3.33,0.59,12.80,6.00
8.00,1.18,0.21,1.90,0.08,14.00,41.00,1.00,3.34,0.47,10.50,5.00
7.00,0.36,0.21,2.30,0.09,20.00,65.00,1.00,3.40,0.54,10.10,6.00
7.00,0.36,0.21,2.40,0.09,24.00,69.00,1.00,3.40,0.53,10.10,6.00
7.50,0.63,0.27,2.00,0.08,17.00,91.00,1.00,3.26,0.58,9.80,6.00
5.40,0.74,0.00,1.20,0.04,16.00,46.00,0.99,4.01,0.59,12.50,6.00
9.90,0.44,0.46,2.20,0.09,10.00,41.00,1.00,3.18,0.69,11.90,6.00
7.50,0.63,0.27,2.00,0.08,17.00,91.00,1.00,3.26,0.58,9.80,6.00
9.10,0.76,0.68,1.70,0.41,18.00,64.00,1.00,2.90,1.33,9.10,6.00
9.70,0.66,0.34,2.60,0.09,12.00,88.00,1.00,3.26,0.66,10.10,5.00
5.00,0.74,0.00,1.20,0.04,16.00,46.00,0.99,4.01,0.59,12.50,6.00
9.10,0.34,0.42,1.80,0.06,9.00,18.00,0.99,3.18,0.55,11.40,5.00
9.10,0.36,0.39,1.80,0.06,21.00,55.00,0.99,3.18,0.82,11.00,7.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.50,0.52,0.11,1.80,0.07,13.00,38.00,1.00,3.34,0.52,9.30,5.00
7.40,0.60,0.26,2.10,0.08,17.00,91.00,1.00,3.29,0.56,9.80,6.00
7.40,0.60,0.26,2.10,0.08,17.00,91.00,1.00,3.29,0.56,9.80,6.00
7.80,0.87,0.26,3.80,0.11,31.00,67.00,1.00,3.26,0.46,9.20,5.00
8.40,0.39,0.10,1.70,0.08,6.00,25.00,1.00,3.09,0.43,9.70,6.00
9.10,0.78,0.22,2.20,0.08,12.00,48.00,1.00,3.18,0.51,9.60,5.00
7.20,0.84,0.00,2.00,0.17,4.00,11.00,1.00,3.39,0.52,10.00,5.00
6.60,0.58,0.02,2.40,0.07,19.00,40.00,0.99,3.38,0.66,12.60,6.00
6.00,0.50,0.00,1.40,0.06,15.00,26.00,0.99,3.36,0.45,9.50,5.00
6.00,0.50,0.00,1.40,0.06,15.00,26.00,0.99,3.36,0.45,9.50,5.00
6.00,0.50,0.00,1.40,0.06,15.00,26.00,0.99,3.36,0.45,9.50,5.00
7.50,0.51,0.02,1.70,0.08,13.00,31.00,1.00,3.36,0.54,10.50,6.00
7.50,0.51,0.02,1.70,0.08,13.00,31.00,1.00,3.36,0.54,10.50,6.00
7.50,0.51,0.02,1.70,0.08,13.00,31.00,1.00,3.36,0.54,10.50,6.00
7.60,0.54,0.02,1.70,0.09,17.00,31.00,1.00,3.37,0.51,10.40,6.00
7.50,0.51,0.02,1.70,0.08,13.00,31.00,1.00,3.36,0.54,10.50,6.00
11.50,0.42,0.48,2.60,0.08,8.00,20.00,1.00,3.09,0.53,11.00,5.00
8.20,0.44,0.24,2.30,0.06,10.00,28.00,1.00,3.25,0.53,10.20,6.00
6.10,0.59,0.01,2.10,0.06,5.00,13.00,0.99,3.52,0.56,11.40,5.00
7.20,0.66,0.03,1.80,0.08,7.00,12.00,1.00,3.34,0.39,9.50,5.00
7.20,0.66,0.03,1.80,0.08,7.00,12.00,1.00,3.34,0.39,9.50,5.00
6.90,0.57,0.00,2.80,0.08,21.00,41.00,1.00,3.41,0.52,10.80,5.00
9.00,0.60,0.29,2.00,0.07,32.00,73.00,1.00,3.34,0.57,10.00,5.00
7.20,0.62,0.01,2.30,0.07,8.00,46.00,0.99,3.32,0.51,11.80,6.00
7.60,0.65,0.03,1.90,0.09,14.00,57.00,1.00,3.37,0.46,10.30,5.00
7.60,0.65,0.03,1.90,0.09,14.00,57.00,1.00,3.37,0.46,10.30,5.00
7.20,0.58,0.03,2.30,0.08,7.00,28.00,1.00,3.35,0.52,10.00,5.00
6.10,0.32,0.25,1.80,0.09,5.00,32.00,0.99,3.36,0.44,10.10,5.00
6.10,0.34,0.25,1.80,0.08,4.00,28.00,0.99,3.36,0.44,10.10,5.00
7.30,0.43,0.24,2.50,0.08,27.00,67.00,1.00,3.60,0.59,11.10,6.00
7.40,0.64,0.17,5.40,0.17,52.00,98.00,1.00,3.28,0.50,9.50,5.00
11.60,0.48,0.40,1.40,0.09,6.00,28.00,1.00,3.07,0.65,10.03,6.00
9.20,0.54,0.31,2.30,0.11,11.00,38.00,1.00,3.24,0.56,10.90,5.00
8.30,0.85,0.14,2.50,0.09,13.00,54.00,1.00,3.36,0.54,10.10,5.00
11.60,0.48,0.40,1.40,0.09,6.00,28.00,1.00,3.07,0.65,10.03,6.00
8.00,0.83,0.27,2.00,0.08,11.00,63.00,1.00,3.29,0.48,9.80,4.00
7.20,0.61,0.02,1.90,0.10,10.00,31.00,1.00,3.46,0.53,11.80,6.00
7.80,0.50,0.09,2.20,0.12,10.00,42.00,1.00,3.18,0.62,9.50,5.00
7.30,0.74,0.08,1.70,0.09,10.00,45.00,1.00,3.24,0.50,9.80,5.00
6.90,0.54,0.30,2.20,0.09,9.00,105.00,1.00,3.25,1.18,10.50,6.00
8.00,0.77,0.32,2.10,0.08,16.00,74.00,1.00,3.27,0.50,9.80,6.00
6.60,0.61,0.00,1.60,0.07,4.00,8.00,0.99,3.33,0.37,10.40,4.00
8.70,0.78,0.51,1.70,0.42,12.00,66.00,1.00,3.00,1.17,9.20,5.00
7.50,0.58,0.56,3.10,0.15,5.00,14.00,0.99,3.21,1.03,11.60,6.00
8.70,0.78,0.51,1.70,0.42,12.00,66.00,1.00,3.00,1.17,9.20,5.00
7.70,0.75,0.27,3.80,0.11,34.00,89.00,1.00,3.24,0.45,9.30,5.00
6.80,0.82,0.00,1.20,0.27,16.00,29.00,0.99,3.32,0.51,9.80,3.00
7.20,0.56,0.26,2.00,0.08,13.00,100.00,1.00,3.26,0.52,9.90,5.00
8.20,0.89,0.20,1.40,0.09,7.00,31.00,0.99,3.11,0.46,10.00,5.00
5.20,0.49,0.26,2.30,0.09,23.00,74.00,1.00,3.71,0.62,12.20,6.00
7.20,0.45,0.15,2.00,0.08,10.00,28.00,1.00,3.29,0.51,9.90,6.00
7.50,0.57,0.02,2.60,0.08,11.00,35.00,1.00,3.36,0.62,10.80,6.00
7.50,0.57,0.02,2.60,0.08,11.00,35.00,1.00,3.36,0.62,10.80,6.00
6.80,0.83,0.09,1.80,0.07,4.00,25.00,1.00,3.38,0.45,9.60,5.00
8.00,0.60,0.22,2.10,0.08,25.00,105.00,1.00,3.30,0.49,9.90,5.00
8.00,0.60,0.22,2.10,0.08,25.00,105.00,1.00,3.30,0.49,9.90,5.00
7.10,0.76,0.15,1.80,0.11,20.00,84.00,1.00,3.19,0.50,9.50,5.00
8.00,0.81,0.25,3.40,0.08,34.00,85.00,1.00,3.19,0.42,9.20,5.00
7.40,0.64,0.07,1.80,0.10,8.00,23.00,1.00,3.30,0.58,9.60,5.00
7.40,0.64,0.07,1.80,0.10,8.00,23.00,1.00,3.30,0.58,9.60,5.00
6.60,0.64,0.31,6.10,0.08,7.00,49.00,1.00,3.35,0.68,10.30,5.00
6.70,0.48,0.02,2.20,0.08,36.00,111.00,1.00,3.10,0.53,9.70,5.00
6.00,0.49,0.00,2.30,0.07,15.00,33.00,0.99,3.58,0.59,12.50,6.00
8.00,0.64,0.22,2.40,0.09,5.00,33.00,1.00,3.37,0.58,11.00,5.00
7.10,0.62,0.06,1.30,0.07,5.00,12.00,0.99,3.17,0.48,9.80,5.00
8.00,0.52,0.25,2.00,0.08,19.00,59.00,1.00,3.30,0.48,10.20,5.00
6.40,0.57,0.14,3.90,0.07,27.00,73.00,1.00,3.32,0.48,9.20,5.00
8.60,0.69,0.10,1.60,0.09,3.00,12.00,1.00,3.31,0.65,9.55,6.00
8.70,0.68,0.10,1.60,0.09,4.00,11.00,1.00,3.31,0.65,9.55,5.00
7.30,0.59,0.26,2.00,0.08,17.00,104.00,1.00,3.28,0.52,9.90,5.00
7.00,0.60,0.12,2.20,0.08,13.00,28.00,1.00,3.52,0.62,10.20,7.00
7.20,0.67,0.00,2.20,0.07,10.00,24.00,1.00,3.42,0.72,11.10,6.00
7.90,0.69,0.21,2.10,0.08,33.00,141.00,1.00,3.25,0.51,9.90,5.00
7.90,0.69,0.21,2.10,0.08,33.00,141.00,1.00,3.25,0.51,9.90,5.00
7.60,0.30,0.42,2.00,0.05,6.00,24.00,1.00,3.44,0.82,11.90,6.00
7.20,0.33,0.33,1.70,0.06,3.00,13.00,1.00,3.23,1.10,10.00,8.00
8.00,0.50,0.39,2.60,0.08,12.00,46.00,1.00,3.43,0.62,10.70,6.00
7.70,0.28,0.30,2.00,0.06,18.00,34.00,1.00,3.28,0.90,11.30,7.00
8.20,0.24,0.34,5.10,0.06,8.00,22.00,1.00,3.22,0.94,10.90,6.00
6.00,0.51,0.00,2.10,0.06,40.00,54.00,1.00,3.54,0.93,10.70,6.00
8.10,0.29,0.36,2.20,0.05,35.00,53.00,1.00,3.27,1.01,12.40,7.00
6.00,0.51,0.00,2.10,0.06,40.00,54.00,1.00,3.54,0.93,10.70,6.00
6.60,0.96,0.00,1.80,0.08,5.00,16.00,0.99,3.50,0.44,11.90,6.00
6.40,0.47,0.40,2.40,0.07,8.00,19.00,1.00,3.56,0.73,10.60,6.00
8.20,0.24,0.34,5.10,0.06,8.00,22.00,1.00,3.22,0.94,10.90,6.00
9.90,0.57,0.25,2.00,0.10,12.00,89.00,1.00,3.04,0.90,10.10,5.00
10.00,0.32,0.59,2.20,0.08,3.00,15.00,1.00,3.20,0.78,9.60,5.00
6.20,0.58,0.00,1.60,0.07,8.00,18.00,1.00,3.56,0.84,9.40,5.00
10.00,0.32,0.59,2.20,0.08,3.00,15.00,1.00,3.20,0.78,9.60,5.00
7.30,0.34,0.33,2.50,0.06,21.00,37.00,1.00,3.35,0.77,12.10,7.00
7.80,0.53,0.01,1.60,0.08,3.00,19.00,1.00,3.16,0.46,9.80,5.00
7.70,0.64,0.21,2.20,0.08,32.00,133.00,1.00,3.27,0.45,9.90,5.00
7.80,0.53,0.01,1.60,0.08,3.00,19.00,1.00,3.16,0.46,9.80,5.00
7.50,0.40,0.18,1.60,0.08,24.00,58.00,1.00,3.34,0.58,9.40,5.00
7.00,0.54,0.00,2.10,0.08,39.00,55.00,1.00,3.39,0.84,11.40,6.00
6.40,0.53,0.09,3.90,0.12,14.00,31.00,1.00,3.50,0.67,11.00,4.00
8.30,0.26,0.37,1.40,0.08,8.00,23.00,1.00,3.26,0.70,9.60,6.00
8.30,0.26,0.37,1.40,0.08,8.00,23.00,1.00,3.26,0.70,9.60,6.00
7.70,0.23,0.37,1.80,0.05,23.00,60.00,1.00,3.41,0.71,12.10,6.00
7.60,0.41,0.33,2.50,0.08,6.00,23.00,1.00,3.30,0.58,11.20,5.00
7.80,0.64,0.00,1.90,0.07,27.00,55.00,1.00,3.31,0.63,11.00,5.00
7.90,0.18,0.40,2.20,0.05,38.00,67.00,1.00,3.33,0.93,11.30,5.00
7.40,0.41,0.24,1.80,0.07,18.00,47.00,1.00,3.37,0.62,10.40,5.00
7.60,0.43,0.31,2.10,0.07,13.00,74.00,1.00,3.26,0.54,9.90,6.00
5.90,0.44,0.00,1.60,0.04,3.00,11.00,0.99,3.48,0.85,11.70,6.00
6.10,0.40,0.16,1.80,0.07,11.00,25.00,1.00,3.42,0.74,10.10,7.00
10.20,0.54,0.37,15.40,0.21,55.00,95.00,1.00,3.18,0.77,9.00,6.00
10.20,0.54,0.37,15.40,0.21,55.00,95.00,1.00,3.18,0.77,9.00,6.00
10.00,0.38,0.38,1.60,0.17,27.00,90.00,1.00,3.15,0.65,8.50,5.00
6.80,0.92,0.29,4.80,0.07,15.00,39.00,1.00,3.53,0.54,11.10,5.00
7.00,0.59,0.00,1.70,0.05,3.00,8.00,1.00,3.41,0.47,10.30,5.00
7.30,0.67,0.02,2.20,0.07,31.00,92.00,1.00,3.32,0.68,11.07,6.00
7.20,0.37,0.32,2.00,0.06,15.00,28.00,0.99,3.23,0.73,11.30,7.00
7.40,0.79,0.19,5.20,0.09,19.00,98.00,1.00,3.16,0.52,9.57,6.00
6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5.00
6.90,0.58,0.20,1.75,0.06,8.00,22.00,0.99,3.38,0.49,11.70,5.00
7.30,0.67,0.02,2.20,0.07,31.00,92.00,1.00,3.32,0.68,11.10,6.00
7.40,0.79,0.19,5.20,0.09,19.00,98.00,1.00,3.16,0.52,9.60,6.00
6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5.00
6.80,0.67,0.00,1.90,0.08,22.00,39.00,1.00,3.40,0.74,9.70,5.00
